Wavelength_nm,CD_0,CD_100,CD_200,CD_300,CD_400,CD_500,CD_600,CD_700,CD_800,CD_900,CD_1000,CD_900,CD_800,CD_700,CD_600,CD_500,CD_400,CD_300,CD_200,CD_100,CD_0
301.821009271,1.0,0.8774369921386348,0.7698956751732947,0.6755349454845991,0.5927393506505433,0.5200914329570203,0.45634746257088027,0.4004161449282914,0.3513399378096277,0.30827865824985473,0.2704950986352867,0.30827865824985473,0.3513399378096277,0.4004161449282914,0.45634746257088027,0.5200914329570203,0.5927393506505433,0.6755349454845991,0.7698956751732947,0.8774369921386348,1.0
301.903763367,1.0,0.8653336466916717,0.7488023200967069,0.6479638423004678,0.5607049145822111,0.4851968284533669,0.4198571409287854,0.36331651084944494,0.31439000123664457,0.27205224625350477,0.235415962341206,0.27205224625350477,0.31439000123664457,0.36331651084944494,0.4198571409287854,0.4851968284533669,0.5607049145822111,0.6479638423004678,0.7488023200967069,0.8653336466916717,1.0
301.986503643,1.0,0.8549644703352005,0.73096424553555,0.6249484590182709,0.5343087282513558,0.4568149788448949,0.3905605764293114,0.3339154163606969,0.28548581708558113,0.24408023039278579,0.2086799248970618,0.24408023039278579,0.28548581708558113,0.3339154163606969,0.3905605764293114,0.4568149788448949,0.5343087282513558,0.6249484590182709,0.73096424553555,0.8549644703352005,1.0
302.069230095,1.0,0.8474646698163417,0.718196366586921,0.6086460466728812,0.515806020978655,0.4371273792579569,0.3704500101305272,0.3139432955187277,0.2660558512778327,0.22547293415587422,0.1910803456969297,0.22547293415587422,0.2660558512778327,0.3139432955187277,0.3704500101305272,0.4371273792579569,0.515806020978655,0.6086460466728812,0.718196366586921,0.8474646698163417,1.0
302.151942723,1.0,0.8434447344563036,0.7113990200820646,0.6000257575855915,0.5060885657737217,0.42685773597038834,0.3600309097661631,0.30366617508378285,0.25612563640690267,0.21602781938667182,0.18220752675776575,0.21602781938667182,0.25612563640690267,0.30366617508378285,0.3600309097661631,0.42685773597038834,0.5060885657737217,0.6000257575855915,0.7113990200820646,0.8434447344563036,1.0
302.234641526,1.0,0.8429771778494286,0.7106105223749872,0.599028452701775,0.5049673145100522,0.4256759216918886,0.35883508714628265,0.3024897890759271,0.25499198872349393,0.21495242702834425,0.18119999030823888,0.21495242702834425,0.25499198872349393,0.3024897890759271,0.35883508714628265,0.4256759216918886,0.5049673145100522,0.599028452701775,0.7106105223749872,0.8429771778494286,1.0
302.3173265,1.0,0.8457784939541851,0.7153412608354096,0.6050202542526606,0.5117131194535935,0.4327959515080584,0.36604950805595415,0.3095968016362353,0.26185031662092767,0.22146736643307474,0.1873123356417656,0.22146736643307474,0.26185031662092767,0.3095968016362353,0.36604950805595415,0.4327959515080584,0.5117131194535935,0.6050202542526606,0.7153412608354096,0.8457784939541851,1.0
302.399997645,1.0,0.8513393733397858,0.7247787285985792,0.6170326686151211,0.5253042054289729,0.4472121530626559,0.3807293141382978,0.3241298557105849,0.27594450824136457,0.23492242472275865,0.19999870984693635,0.23492242472275865,0.27594450824136457,0.3241298557105849,0.3807293141382978,0.4472121530626559,0.5253042054289729,0.6170326686151211,0.7247787285985792,0.8513393733397858,1.0
302.482654958,1.0,0.8589699086632507,0.7378293039889534,0.6337731698564611,0.5443920818248233,0.4676164168020655,0.4016684308299068,0.3450210953428763,0.2963627387535652,0.25456667463834076,0.21866511326280305,0.25456667463834076,0.2963627387535652,0.3450210953428763,0.4016684308299068,0.4676164168020655,0.5443920818248233,0.6337731698564611,0.7378293039889534,0.8589699086632507,1.0
302.565298439,1.0,0.8680210064259727,0.7534604675967586,0.6540195133855223,0.5677026762311259,0.4927778483728601,0.42774152388903536,0.3712886280563397,0.32228632859998263,0.2797513033086887,0.24283000784698547,0.2797513033086887,0.32228632859998263,0.3712886280563397,0.42774152388903536,0.4927778483728601,0.5677026762311259,0.6540195133855223,0.7534604675967586,0.8680210064259727,1.0
